Journal title,Journal URL,URL in DOAJ,Journal ISSN (print version),Journal EISSN (online version),Country of publisher,APC,Has other fees,bnd1,bnd2,correo
Herança,https://revistas.ponteditora.org/index.php/heranca/,https://doaj.org/toc/192499b12e2c42e0b117a7ef59a39568,,2184-3090,Portugal,Yes,No,,,
Journal of Digital Media & Interaction,https://proa.ua.pt/index.php/jdmi/index,https://doaj.org/toc/c7a0fd0783ac45db9bc6ce294bbb1184,,2184-3120,Portugal,No,No,,,
Portuguese Journal of Pediatrics,https://pjp.spp.pt/,https://doaj.org/toc/537a09e2851c472eae590d73b7bf9aa4,2184-3333,2184-4453,Portugal,No,No,,,
RIIS: Revista de Investigação & Inovação em Saúde,http://riis.essnortecvp.pt/index.php/RIIS,https://doaj.org/toc/ddf7c7f8eef44eaf913ceaa1f872f529,,2184-3791,Portugal,No,No,,riis@essnortecvp.pt,riis@essnortecvp.pt
European Journal of Public Procurement Markets,https://eupublicmarkets.com/,https://doaj.org/toc/0388dbae13384134ab95ab5eeab9e2c9,,2184-3813,Portugal,Yes,Yes,,,
e-Letras com Vida,http://e-lcv.online/index.php/revista/index,https://doaj.org/toc/f6c33d504c65456d93625ae7b4b15ac6,,2184-4097,Portugal,No,No,,elcvref.ieccpma@gmail.com,elcvref.ieccpma@gmail.com
RevSALUS,https://revsalus.com/,https://doaj.org/toc/066a357d55af488eabfb1aa9d9bd811b,2184-4860,2184-836X,Portugal,No,Yes,,,
População e Sociedade,https://www.cepese.pt/portal/en/populacao-e-sociedade,https://doaj.org/toc/c08f9c6b64d34167a654444ce930314e,,2184-5263,Portugal,No,No,,,
Journal of Ibero-Romance Creoles,http://www.acblpe.com/journal,https://doaj.org/toc/5adbe2bad99e4c51bac074aa76e6bf71,,2184-5360,Portugal,No,No,,,
Revistamultidisciplinar.com,https://revistamultidisciplinar.com/,https://doaj.org/toc/c93659a12c5542ed957dd167be90b483,,2184-5492,Portugal,No,No,,fgil@ualg.pt,fgil@ualg.pt
Revista Portuguesa de Psiquiatria e Saúde Mental,https://www.revistapsiquiatria.pt/index.php/sppsm,https://doaj.org/toc/2e1b9fa98a4c46edae2508da780b2dd6,2184-5522,2184-5417,Portugal,No,No,,,
Ephata,https://revistas.ucp.pt/index.php/ephata/,https://doaj.org/toc/1a8df7b1d16f4b22a7db3337924557f4,2184-5778,,Portugal,No,No,ephata@ucp.pt,,ephata@ucp.pt
Anglo Saxonica,https://www.revista-anglo-saxonica.org/,https://doaj.org/toc/7d44625e006d43ff91d064d641028c7c,,2184-6006,Portugal,No,No,,,
User Experience & Urban Creativity,http://journals.ap2.pt/index.php/UXUC,https://doaj.org/toc/114344ece9114f44977bed4589c300e2,2184-6189,2184-8149,Portugal,Yes,No,,,
Cadernos de Arte Pública,http://journals.ap2.pt/index.php/CAP,https://doaj.org/toc/b8f75fcf918743d184134cf28976d7d4,2184-6197,2184-8157,Portugal,Yes,No,,,
Discern,https://www.designforsocialchange.org/journal/index.php/DISCERN-J,https://doaj.org/toc/389a3e40e10f40bb8692bbb56e1fb72b,,2184-6995,Cyprus,No,No,,,
2i Revista de Estudos de Identidade e Intermedialidade,https://revistas.uminho.pt/index.php/2i/,https://doaj.org/toc/cc617ba787e44894831cc5f907e6b6ee,,2184-7010,Portugal,No,No,,,
JIM - Jornal de Investigação Médica,https://revistas.ponteditora.org/index.php/jim/index,https://doaj.org/toc/47294d44315b4128897cf0719cc4760b,,2184-7509,Portugal,Yes,No,,geral@ponteditora.org,geral@ponteditora.org
New Trends in Qualitative Research,https://publi.ludomedia.org/,https://doaj.org/toc/2e99c145743846a9a6ffbc8df1338f63,,2184-7770,Portugal,Yes,Yes,,,
Rotura,https://publicacoes.ciac.pt/index.php/rotura,https://doaj.org/toc/fb9941755a9b419fb8b8126c7e2e98ce,,2184-8661,Portugal,No,No,,,
International Journal of Automotive Engineering,https://ijae.jp/,https://doaj.org/toc/fac2168ed0904920bee9e547831420cf,,2185-0992,Japan,Yes,No,,,
Studies in Self-Access Learning Journal,http://sisaljournal.org,https://doaj.org/toc/eb53035ad16344f2a85ae2f0026f81ce,,2185-3762,Japan,No,No,,,
Asian Transport Studies,https://www.jstage.jst.go.jp/browse/eastsats,https://doaj.org/toc/e292bccf677b4e9dbba266b86c8d260b,,2185-5560,Japan,No,No,,,
Electrochemistry,https://journal.electrochem.jp/,https://doaj.org/toc/da7504fae3224f28acfdb886080236a4,,2186-2451,Japan,Yes,No,,,
Journal of Physical Fitness and Sports Medicine,http://www.jspfsm.umin.ne.jp/JPFSM/index.html,https://doaj.org/toc/5a4882d028544c9fb3a650dd026a4a22,2186-8131,2186-8123,Japan,Yes,Yes,,,
International Journal of Development and Sustainability,http://isdsnet.com/ijds,https://doaj.org/toc/585d3d25f95b4576af05c7d50d679de2,,2186-8662,Japan,Yes,No,,,
IAFOR Journal of Education,http://ije.iafor.org,https://doaj.org/toc/8a2ec89112f446078a08acde290dc301,,2187-0594,Japan,No,No,,,
IAFOR Journal of Literature & Librarianship,http://ijl.iafor.org,https://doaj.org/toc/3cea980f6559488eae256b2369dd7d1d,,2187-0608,Japan,No,No,,,
IAFOR Journal of Arts & Humanities,https://iafor.org/journal/iafor-journal-of-arts-and-humanities/,https://doaj.org/toc/7939ded2106c4b05bc32a6e49d96bee5,,2187-0616,Japan,No,No,,,
"IAFOR Journal of Ethics, Religion & Philosophy",https://iafor.org/journal/iafor-journal-of-ethics-religion-and-philosophy/,https://doaj.org/toc/a072f51250a9413ca0e1aa654b4b709e,,2187-0624,Japan,No,No,,,
IAFOR Journal of the Social Sciences,https://iafor.org/journal/iafor-journal-of-the-social-sciences/,https://doaj.org/toc/ab2b85f4f0aa4ec88ad12641bf248993,,2187-0640,Japan,No,No,,,
"IAFOR Journal of Media, Communication & Film",https://iafor.org/journal/iafor-journal-of-media-communication-and-film/,https://doaj.org/toc/d2407df76a6a4f29926f10a8ee48fa9f,,2187-0667,Japan,No,No,,,
IAFOR Journal of Psychology & the Behavioral Sciences,http://ijpbs.iafor.org,https://doaj.org/toc/4fb999a5b1ed4467a8c553fe3278f27b,,2187-0675,Japan,No,No,,,
Journal of Asian Ceramic Societies,https://www.tandfonline.com/journals/tace,https://doaj.org/toc/f5ca2205412a4dd196c0d83555a81e4c,,2187-0764,United Kingdom,Yes,No,,,
Mass Spectrometry,https://www.mass-spectrometry.jp/,https://doaj.org/toc/ce10958e1cce4a40921f618e5f4e895e,2187-137X,2186-5116,Japan,No,Yes,,,
IAFOR Journal of Cultural Studies,http://ijcs.iafor.org,https://doaj.org/toc/1d12a63920fa411ea24833c91528d2fa,,2187-4905,Japan,No,No,,,
Advanced Biomedical Engineering,http://www.abe-journal.org,https://doaj.org/toc/6b360a622dba4ae28daddee9a7577952,,2187-5219,Japan,Yes,No,,,
Juntendo Iji Zasshi,https://www.juntendo.ac.jp/journal/en/journal/,https://doaj.org/toc/362b4ce35a734140a85d15cd76952485,2187-9737,2188-2126,Japan,Yes,Yes,,,
Mechanical Engineering Journal,https://www.jstage.jst.go.jp/browse/mej/-char/en,https://doaj.org/toc/7bad5b1594fb4c17bcf9dd943bc13f0d,,2187-9745,Japan,Yes,Yes,,,
Nihon Kikai Gakkai ronbunshu,https://www.jsme.or.jp/publish/transact/,https://doaj.org/toc/f3d1f5fed4e04d2a8074832f72502f83,,2187-9761,Japan,Yes,Yes,,,
Health Emergency and Disaster Nursing,https://hedn.jp/,https://doaj.org/toc/d2a1f9e34ff545088e1913753ee7ab24,2188-2053,2188-2061,Japan,Yes,No,,,
IAFOR Journal of Language Learning,https://iafor.org/journal/iafor-journal-of-language-learning/,https://doaj.org/toc/4bd7e010938a450fa4709ec3b0a4fea9,,2188-9554,Japan,No,No,,,
Ebisu: Études Japonaises,https://journals.openedition.org/ebisu/,https://doaj.org/toc/a49bbf5ef154483a8216e5d2918d81c2,,2189-1893,Japan,No,No,,,
Biophysics and Physicobiology,https://www.jstage.jst.go.jp/browse/biophysico,https://doaj.org/toc/51d3796150224c23bcf2de9a04446824,,2189-4779,Japan,Yes,No,,,
Fujita Medical Journal,http://www.fujita-hu.ac.jp/~fmedj/,https://doaj.org/toc/22d6cade265e44cbab1566d423f99f38,2189-7247,2189-7255,Japan,Yes,No,,,
Journal of General and Family Medicine,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2189-7948,https://doaj.org/toc/d3a4d7147f2c48a7aa14ecdb54a76129,,2189-7948,United States,Yes,No,,,
Journal of Petroleum Exploration and Production Technology,https://www.springer.com/journal/13202,https://doaj.org/toc/027ef23f33fa406da2f2536ee41ee079,2190-0558,2190-0566,Switzerland,Yes,No,,,
International Journal of Orthodox Theology,http://www.orthodox-theology.com,https://doaj.org/toc/815799dcb8b8435a872adb4a307d4331,,2190-0582,Germany,No,No,,,
RIHA Journal,http://www.riha-journal.org,https://doaj.org/toc/df149e5d082e489eb793b93ae9abe640,,2190-3328,Germany,No,No,,,
Beilstein Journal of Nanotechnology,http://www.beilstein-journals.org/bjnano/home/home.htm,https://doaj.org/toc/43dd6a17fe014adb99524e47f3798412,,2190-4286,Germany,No,No,,,
Environmental Sciences Europe,http://www.enveurope.com/,https://doaj.org/toc/49b5f356cfec483b954bbdb9226ee220,,2190-4715,United Kingdom,Yes,No,,,
Earth System Dynamics,http://www.earth-system-dynamics.net,https://doaj.org/toc/1f3f743da5844d20a64a4c9ce612234a,2190-4979,2190-4987,Germany,Yes,No,,,
History of Geo- and Space Sciences,http://www.history-of-geo-and-space-sciences.net,https://doaj.org/toc/3d62fab2765a44678743779b91320235,2190-5010,2190-5029,Germany,No,No,,,
Applied Water Science,http://www.springer.com/13201,https://doaj.org/toc/dd43d83f2aad4b16a8642005236cfe0c,2190-5487,2190-5495,Germany,No,No,,,
Journal of Mathematics in Industry,http://www.mathematicsinindustry.com/,https://doaj.org/toc/359ed6feabe24c7cba03ffb73c6e985c,,2190-5983,United Kingdom,Yes,No,,,
"Journal of Cachexia, Sarcopenia and Muscle",http://onlinelibrary.wiley.com/journal/10.1007/13539.2190-6009,https://doaj.org/toc/fd63213a549842819d4f60169b8b192f,2190-5991,2190-6009,United Kingdom,Yes,No,,,
Intergenerational Justice Review,http://www.igjr.org,https://doaj.org/toc/64cfff970fed40ccacc5a9f2884c5950,2190-6335,,Germany,No,No,,,
OASIcs : OpenAccess Series in Informatics,http://www.dagstuhl.de/oasics,https://doaj.org/toc/759bc28bcc174e25a1c571e9e29f9632,,2190-6807,Germany,Yes,No,,,
Bonn Zoological Bulletin,http://www.zoologicalbulletin.de/,https://doaj.org/toc/7708f62d96a1445e80bdb63c761ceaf2,2190-7307,2363-6947,Germany,No,No,,,
Heterocyclic Communications,https://www.degruyter.com/view/j/hc,https://doaj.org/toc/fd92701f2bf842aeb1c6808365c69112,,2191-0197,Poland,Yes,No,,,
AMB Express,http://www.amb-express.com/,https://doaj.org/toc/396b9a57612a40318c114de70d972b30,,2191-0855,United Kingdom,Yes,No,,,
ChemistryOpen,https://chemistry-europe.onlinelibrary.wiley.com/journal/21911363,https://doaj.org/toc/cf5fcb40777e46ea844ba172a831e37d,,2191-1363,Germany,Yes,No,,,
Health Economics Review,https://healtheconomicsreview.biomedcentral.com/,https://doaj.org/toc/ab5490b927e04c26a9702ea52738a77e,,2191-1991,United Kingdom,Yes,No,,,
EJNMMI Research,http://www.ejnmmires.com/,https://doaj.org/toc/b6ef7c4fd71e416595ef8a4ced1929e9,,2191-219X,United Kingdom,Yes,No,,,
Journal of Applied Volcanology,https://appliedvolc.biomedcentral.com/,https://doaj.org/toc/5266774594a04ead8f3bc8cf5cf97523,,2191-5040,United Kingdom,Yes,No,,,
Transcultural Studies,https://heiup.uni-heidelberg.de/journals/index.php/transcultural/index,https://doaj.org/toc/b457b230377d4d789ecf9480619996d4,,2191-6411,Germany,No,No,,,
Textpraxis,http://www.uni-muenster.de/Textpraxis/,https://doaj.org/toc/5375dbbc19854e4685fc43fc5d6cae9e,,2191-8236,Germany,No,No,,,
Nanotechnology Reviews,https://www.degruyter.com/view/j/ntrev,https://doaj.org/toc/b410ddb87de44c4e9dc878a2126bac1c,2191-9089,2191-9097,Poland,Yes,No,,,
Mechanical Sciences,http://www.mechanical-sciences.net,https://doaj.org/toc/18f78dbc72e949bbb191bc73f08d0a72,2191-9151,2191-916X,Germany,Yes,No,,,
Advances in Nonlinear Analysis,https://www.degruyter.com/view/j/anona,https://doaj.org/toc/438a0024d406443fb8839dfafd73a1f2,2191-9496,2191-950X,Poland,Yes,No,,,
Green Processing and Synthesis,https://www.degruyter.com/view/j/gps,https://doaj.org/toc/b3349dd80bce4a79b2e0de3a90059866,2191-9542,2191-9550,Poland,Yes,No,,,
"Energy, Sustainability and Society",https://energsustainsoc.biomedcentral.com/,https://doaj.org/toc/1888a1e7ac8442f19737b31316df07e0,,2192-0567,United Kingdom,Yes,No,,,
Zeitschrift für Fantastikforschung,https://zff.openlibhums.org/,https://doaj.org/toc/ca95fd966d0c45fb91e06f073c0b65ed,2192-0885,2753-8494,United Kingdom,No,No,,,
"Journal of Cloud Computing: Advances, Systems and Applications",https://journalofcloudcomputing.springeropen.com,https://doaj.org/toc/3d50da7dceda48ada0fba8757887c0bc,,2192-113X,United Kingdom,Yes,No,,,
Ecological Processes,http://www.ecologicalprocesses.com/,https://doaj.org/toc/b9bb8c22052443e793251bf44bd722b1,,2192-1709,United Kingdom,No,No,,,
Natural Products and Bioprospecting,http://www.springer.com/13659,https://doaj.org/toc/8b5288d87e4242ad87b54b7e39ec41b6,2192-2195,2192-2209,Germany,No,No,,,
"Studies in Communication, Media",https://www.nomos-elibrary.de/zeitschrift/2192-4007,https://doaj.org/toc/a926b0eb12914953bd4a49b7d7c66b8f,,2192-4007,Germany,No,No,,,
EURO Journal on Transportation and Logistics,https://www.journals.elsevier.com/euro-journal-on-transportation-and-logistics/,https://doaj.org/toc/8a875efbd2bd46718efffeabeb177124,,2192-4384,Netherlands,Yes,No,,,
EURO Journal on Computational Optimization,https://www.journals.elsevier.com/euro-journal-on-computational-optimization,https://doaj.org/toc/4d8e3b0c460d4cf0a01ed0c598741bfd,2192-4406,2192-4414,United Kingdom,Yes,No,,,
Skriptum : Studentische Onlinezeitschrift für Geschichte und Geschichtsdidaktik,http://www.skriptum-geschichte.de,https://doaj.org/toc/b131513683cd4231a3ca7b96adace566,,2192-4457,Germany,No,No,,,
International Journal of Engineering Pedagogy (iJEP),http://www.i-jep.org,https://doaj.org/toc/627d0dff9efd4cd2acf90735f7f56665,,2192-4880,Germany,Yes,No,,,
Journal of Innovation and Entrepreneurship,http://www.innovation-entrepreneurship.com/,https://doaj.org/toc/1985afeb328943c993c0f0dd5834bb18,,2192-5372,United Kingdom,Yes,No,,,
Global Spine Journal,http://journals.sagepub.com/home/GSJ,https://doaj.org/toc/f152440d21674dcd9307f3c6fefacfaf,2192-5682,2192-5690,United States,Yes,No,,,
Nonlinear Engineering,https://www.degruyter.com/view/j/nleng,https://doaj.org/toc/9357a5d958b74e3b87ba73b616be1556,2192-8010,2192-8029,Germany,Yes,No,,,
JIMD Reports,https://onlinelibrary.wiley.com/journal/21928312,https://doaj.org/toc/5047788278074bf2981138cd744d268a,2192-8304,2192-8312,United Kingdom,Yes,No,,,
Nanophotonics,https://www.degruyter.com/journal/key/nanoph/html#submit,https://doaj.org/toc/38b8425b6bdd4d7e9184af9759b9aa4e,2192-8606,2192-8614,Germany,Yes,No,,,
Fossil Record,https://fr.pensoft.net/,https://doaj.org/toc/82f4ab4855bf40189fe90877b3e80d02,2193-0066,2193-0074,Germany,Yes,No,,,
"Geoscientific Instrumentation, Methods and Data Systems",http://www.geoscientific-instrumentation-methods-and-data-systems.net,https://doaj.org/toc/11828468f24e442b8f664ae8c5ecf589,2193-0856,2193-0864,Germany,Yes,No,,,
EPJ Data Science,http://www.epjdatascience.com/,https://doaj.org/toc/8406de3d349944e295c226b6483c0e82,,2193-1127,United Kingdom,Yes,No,,,
GMS Ophthalmology Cases,https://www.egms.de/en/journals/oc/,https://doaj.org/toc/d2518c619a0640fa8499ae90403a9efe,,2193-1496,Germany,No,No,,,
Journal of Economic Structures,http://www.journalofeconomicstructures.com/,https://doaj.org/toc/204f9d7470bf4d538a17206d5fd189ee,,2193-2409,United Kingdom,No,No,,,
Environmental Systems Research,http://www.environmentalsystemsresearch.com/,https://doaj.org/toc/53a0e53dd7b54577bd5180a62f8cb11c,,2193-2697,United Kingdom,Yes,No,,,
Web Ecology,http://www.web-ecology.net/,https://doaj.org/toc/5d5a1658719d4d3ea4c1a9a82650d128,2193-3081,1399-1183,Germany,No,No,,,
Journal of Causal Inference,https://www.degruyter.com/view/journals/jci/jci-overview.xml,https://doaj.org/toc/877d1616ee0044609c7c7b3c0b54b330,2193-3677,2193-3685,Poland,No,No,,,
Arabian Journal of Mathematics,http://www.springer.com/40065,https://doaj.org/toc/0570c65ad61a4ea9bad5d9ca42dd6143,2193-5343,2193-5351,Germany,No,No,,,
Journal of Neurological Surgery Reports,https://doi.org/10.1055/s-00000182,https://doaj.org/toc/bd212a924ea14d9eb07c3f4cd181b1da,,2193-6366,Germany,Yes,No,,,
"GMS German Plastic, Reconstructive and Aesthetic Surgery – Burn and Hand Surgery",https://www.egms.de/en/journals/gpras/,https://doaj.org/toc/9d2fa2eb919e44b1b712ce2285c532b1,,2193-7052,Germany,No,No,,,
Agricultural and Food Economics,http://www.agrifoodecon.com/,https://doaj.org/toc/b6e97a3dfb4f486da278142a77dce32f,,2193-7532,United Kingdom,Yes,No,,,
Crime Science,https://crimesciencejournal.biomedcentral.com/,https://doaj.org/toc/cd3a39a6b8894787a7dbe857ab1a1a01,,2193-7680,United Kingdom,Yes,No,,,
GMS Interdisciplinary Plastic and Reconstructive Surgery DGPW,https://www.egms.de/dynamic/en/journals/iprs/index.htm,https://doaj.org/toc/3899d7fbbee44640ae3a2386c7347ee9,,2193-8091,Germany,No,No,,,
Dermatology and Therapy,https://www.springer.com/journal/13555,https://doaj.org/toc/c936355c967e45dd8740990d5fe32ac7,2193-8210,2190-9172,United Kingdom,Yes,No,,,
Infectious Diseases and Therapy,https://www.springer.com/journal/40121,https://doaj.org/toc/a5ac0b1068b14be78bb54bfa231e8a79,2193-8229,2193-6382,United Kingdom,Yes,No,,,
Pain and Therapy,https://www.springer.com/journal/40122,https://doaj.org/toc/6fc3aa867bd446ddbc4195818ebb7382,2193-8237,2193-651X,United Kingdom,Yes,No,,,
Ophthalmology and Therapy,https://www.springer.com/journal/40123,https://doaj.org/toc/a7d2643b0cca439c9274e8f6c258c317,2193-8245,2193-6528,United Kingdom,Yes,No,,,
Neurology and Therapy,https://www.springer.com/journal/40120,https://doaj.org/toc/93bdeb08a97a4c32aaa03421dd61919e,2193-8253,2193-6536,United Kingdom,Yes,No,,,
Cardiology and Therapy,https://www.springer.com/journal/40119,https://doaj.org/toc/fcd1c1e490a4410dbe3762d3d9abaaa1,2193-8261,2193-6544,United Kingdom,Yes,No,,,
IZA Journal of Labor Economics,https://sciendo.com/journal/izajole,https://doaj.org/toc/f1d14b5266b04b4880ab1e6c90dc7aa5,,2193-8997,Poland,Yes,No,,,
IZA Journal of Labor Policy,https://sciendo.com/journal/IZAJOLP,https://doaj.org/toc/2698b14f1f0d45ee93e5f50ca731aeac,,2193-9004,Poland,Yes,No,,,
IZA Journal of European Labor Studies,http://www.izajoels.com/,https://doaj.org/toc/15b6a5a697af4450aeeb7d86407c6392,,2193-9012,United Kingdom,No,No,,,
IZA Journal of Labor & Development,http://www.izajold.com/,https://doaj.org/toc/efa02db4a07140d895a8fbb1fa397ef3,,2193-9020,Germany,No,No,,,
IZA Journal of Migration,https://izajodm.springeropen.com,https://doaj.org/toc/264cc0b329d0406eacdc3fbb8d1030fc,,2193-9039,United Kingdom,Yes,No,,,
iMex. México Interdisciplinario/Interdisciplinary Mexico,https://www.imex-revista.com/en/,https://doaj.org/toc/94d3002a50564fad8555d0b23a7eaec0,,2193-9756,Germany,No,No,,mexicanistas@phil.uni-duesseldorf.de,mexicanistas@phil.uni-duesseldorf.de
Materials for Renewable and Sustainable Energy,http://www.springer.com/40243,https://doaj.org/toc/3b8193cd09e3469da6add22636aee1ff,2194-1459,2194-1467,Germany,No,No,,,
Landbauforschung,https://www.landbauforschung.net/,https://doaj.org/toc/58e010af3eb94a8681a8744e6933c9fe,2194-3605,2700-8711,Germany,No,No,,,
International Journal of Literary Linguistics,http://www.ijll.uni-mainz.de/,https://doaj.org/toc/d836a9919c7747fca25dd94e6fb0e48f,,2194-5594,Germany,No,No,,,
Nordic Wittgenstein Review,http://www.nordicwittgensteinreview.com,https://doaj.org/toc/5b737eb14fb4434e9e4f8eda65895d0c,2194-6825,2242-248X,Finland,No,No,,,
International Journal of Language & Law,https://www.languageandlaw.eu,https://doaj.org/toc/3fe6bceb14e345c1a04c9ea688096062,,2194-7414,Germany,No,No,,,
International Journal of Bipolar Disorders,http://www.journalbipolardisorders.com/,https://doaj.org/toc/aaa0510b3981418f8a1d36f180577ae0,,2194-7511,United Kingdom,Yes,No,,,
European Journal of Pediatric Surgery Reports,https://doi.org/10.1055/s-00024358,https://doaj.org/toc/1e9d9c4210bf4ce295c49915155ee2b4,2194-7619,2194-7627,Germany,Yes,No,,,
The Thoracic & Cardiovascular Surgeon Reports,https://doi.org/10.1055/s-00024355,https://doaj.org/toc/8bdc23da346d43568ec30d4306b8a8d2,2194-7635,2194-7643,Germany,Yes,No,,,
Molecular and Cellular Pediatrics,https://molcellped.springeropen.com/,https://doaj.org/toc/3e9ca232c69641dcb2d32f5569d2f770,,2194-7791,United Kingdom,Yes,No,,,
Health & Justice,https://healthandjusticejournal.biomedcentral.com/,https://doaj.org/toc/a3b6ea29582d4c23bbc660fcf518327d,,2194-7899,United Kingdom,Yes,No,,,
Journal of Sensors and Sensor Systems,http://www.journal-of-sensors-and-sensor-systems.net,https://doaj.org/toc/e0bacff783c94184aa116b5eeec56c27,2194-8771,2194-878X,Germany,Yes,No,,,
"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",http://www.isprs.org/publications/annals.aspx,https://doaj.org/toc/98559696ce7c49ca8fb155f915c6e4a4,2194-9042,2194-9050,Germany,No,No,,,
Journal of Software Engineering Research and Development,https://sol.sbc.org.br/journals/index.php/jserd/index,https://doaj.org/toc/53857f79d7bb4c589d64ded933197eb5,,2195-1721,Brazil,No,No,,,
