Journal title,Journal URL,URL in DOAJ,When did the journal start to publish all content using an open license?,Alternative title,Journal ISSN (print version),Journal EISSN (online version),Keywords,Languages in which the journal accepts manuscripts,Publisher,Country of publisher,Society or institution,Country of society or institution,Journal license,License attributes,URL for license terms,Machine-readable CC licensing information embedded or displayed in articles,URL to an example page with embedded licensing information,Author holds copyright without restrictions,Copyright information URL,Review process,Review process information URL,Journal plagiarism screening policy,Plagiarism information URL,URL for journal's aims & scope,URL for the Editorial Board page,URL for journal's instructions for authors,Average number of weeks between article submission and publication,APC,APC information URL,APC amount,Journal waiver policy (for developing country authors etc),Waiver policy information URL,Has other fees,Other fees information URL,Preservation Services,Preservation Service: national library,Preservation information URL,Deposit policy directory,URL for deposit policy,Persistent article identifiers,Article metadata includes ORCIDs,Journal complies with I4OC standards for open citations,Does the journal comply to DOAJ's definition of open access?,URL for journal's Open Access statement,Continues,Continued By,LCC Codes,Subjects,DOAJ Seal,Added on Date,Last updated Date,Number of Article Records,Most Recent Article Added
Acta Scientiarum: Education,https://periodicos.uem.br/ojs/index.php/ActaSciEduc,https://doaj.org/toc/58c3a32cbf7b42a68d5a03839c798468,2010,,2178-5198,2178-5201,"history of education, teaching, public policies, administration","English, Portuguese",Universidade Estadual de Maringá,Brazil,,,CC BY,,http://periodicos.uem.br/ojs/index.php/ActaSciEduc/about/submissions#copyrightNotice,,,Yes,https://periodicos.uem.br/ojs/index.php/ActaSciEduc/about/submissions#copyrightNotice,Blind peer review,https://periodicos.uem.br/ojs/index.php/ActaSciEduc/about/editorialPolicies#peerReviewProcess,Yes,https://periodicos.uem.br/ojs/index.php/ActaSciEduc/about/submissions#authorGuidelines,https://periodicos.uem.br/ojs/index.php/ActaSciEduc/about,https://periodicos.uem.br/ojs/index.php/ActaSciEduc/about/editorialTeam,https://periodicos.uem.br/ojs/index.php/ActaSciEduc/about/submissions#authorGuidelines,53,No,https://periodicos.uem.br/ojs/index.php/ActaSciEduc/about/submissions#authorGuidelines,,No,,No,,Cariniana Network,,https://portal.issn.org/resource/ISSN/2178-5201,"Sherpa/Romeo, Diadorim",https://diadorim.ibict.br/handle/1/159,DOI,Yes,No,Yes,https://periodicos.uem.br/ojs/index.php/ActaSciEduc/about/submissions#authorGuidelines,,,L|LA5-2396|LC8-6691,Education: History of education | Education: Special aspects of education,No,2010-12-03T13:06:33Z,2022-06-06T16:36:53Z,630,2022-11-30T17:06:56Z
Conversas & Controvérsias,http://revistaseletronicas.pucrs.br/ojs/index.php/conversasecontroversias/index,https://doaj.org/toc/55f34fe78db94dff825b8f3954d4c950,2010,,,2178-5694,"social sciences, sociology, political science, anthropology, international relations",Portuguese,Pontifícia Universidade Católica do Rio Grande do Sul (EDIPUCRS),Brazil,Pontifícia Universidade Católica do Rio Grande do Sul (EDIPUCRS),,CC BY,,http://revistaseletronicas.pucrs.br/ojs/index.php/conversasecontroversias/about/submissions#copyrightNotice,Yes,http://revistaseletronicas.pucrs.br/ojs/index.php/conversasecontroversias/article/download/33082/18630,Yes,http://revistaseletronicas.pucrs.br/ojs/index.php/conversasecontroversias/about/submissions#copyrightNotice,Peer review,http://revistaseletronicas.pucrs.br/ojs/index.php/conversasecontroversias/about/editorialPolicies#peerReviewProcess,No,,http://revistaseletronicas.pucrs.br/ojs/index.php/conversasecontroversias/about/editorialPolicies#focusAndScope,http://revistaseletronicas.pucrs.br/ojs/index.php/conversasecontroversias/about/editorialTeam,http://revistaseletronicas.pucrs.br/ojs/index.php/conversasecontroversias/about/submissions#authorGuidelines,27,No,http://revistaseletronicas.pucrs.br/ojs/index.php/conversasecontroversias/about/editorialPolicies#custom-2,,No,,No,http://revistaseletronicas.pucrs.br/ojs/index.php/conversasecontroversias/about/editorialPolicies#custom-2,Cariniana Network,,http://revistaseletronicas.pucrs.br/ojs/index.php/conversasecontroversias/about/editorialPolicies#archiving,Diadorim,,DOI,,,Yes,http://revistaseletronicas.pucrs.br/ojs/index.php/conversasecontroversias/about/editorialPolicies#openAccessPolicy,,,JA1-92|H1-99,Political science: Political science (General) | Social Sciences: Social sciences (General),No,2020-03-27T18:11:48Z,2020-03-27T18:11:48Z,109,2023-01-06T03:59:54Z
Cadernos do Pet Filosofia,http://www.ojs.ufpi.br/index.php/pet,https://doaj.org/toc/df6584e047d44a61be7c9a263b877662,2010,,,2178-5880,philosophy,"English, Portuguese",Universidade Federal do Piauí,Brazil,,,CC BY,,http://www.ojs.ufpi.br/index.php/pet/about/submissions#copyrightNotice,Yes,http://www.ojs.ufpi.br/index.php/pet/article/view/3032,Yes,http://www.ojs.ufpi.br/index.php/pet/about/submissions#copyrightNotice,Peer review,http://www.ojs.ufpi.br/index.php/pet/about/editorialPolicies#peerReviewProcess,No,,http://www.ojs.ufpi.br/index.php/pet/about/editorialPolicies#focusAndScope,http://www.ojs.ufpi.br/index.php/pet/about/editorialTeam,http://www.ojs.ufpi.br/index.php/pet/about/submissions#authorGuidelines,24,No,http://www.ojs.ufpi.br/index.php/pet/index,,No,,No,http://www.ojs.ufpi.br/index.php/pet/index,,,,Diadorim,,,,,Yes,http://www.ojs.ufpi.br/index.php/pet/about/editorialPolicies#openAccessPolicy,,,B1-5802,Philosophy. Psychology. Religion: Philosophy (General),No,2012-05-11T10:04:10Z,2017-02-24T00:07:53Z,0,
Brazilian Dental Science,http://bds.ict.unesp.br/,https://doaj.org/toc/2a9dae25b4654c86994344c91f0f6f80,1998,Ciência Odontológica Brasileira,,2178-6011,"dentistry, oral disease, dental materials, oral health","English, Portuguese",Universidade Estadual Paulista,Brazil,"Universidade Estadual Paulista, Faculdade de Odontologia de São José dos Campos",,CC BY,,http://bds.ict.unesp.br/,,,No,,Peer review,http://bds.ict.unesp.br/index.php/cob/about/editorialPolicies#sectionPolicies,No,,http://bds.ict.unesp.br/index.php/cob/about/editorialPolicies#focusAndScope,http://bds.ict.unesp.br/index.php/cob/about/editorialTeam,http://bds.ict.unesp.br/index.php/cob/about/submissions#authorGuidelines,16,No,http://ojs.ict.unesp.br/index.php/cob/about/submissions#authorGuidelines,,No,,No,http://ojs.ict.unesp.br/index.php/cob/about/submissions#authorGuidelines,,,http://bds.ict.unesp.br/,Diadorim,,DOI,,,Yes,http://bds.ict.unesp.br/index.php/cob/about/editorialPolicies#openAccessPolicy,,,RK1-715,Medicine: Dentistry,No,2017-11-28T19:39:41Z,2018-06-12T11:37:10Z,0,
Colloquium Exactarum,http://journal.unoeste.br/index.php/ce,https://doaj.org/toc/a4be2d8057744986b31b968245f3c793,2009,Colloq Exactarum,,2178-8332,"computer science, engineering, chemistry, physics, mathematics, information science",Portuguese,Universidade do Oeste Paulista,Brazil,,,CC BY-NC-ND,,http://revistas.unoeste.br/revistas/ojs/index.php/ca/about/submissions#authorGuidelines,,,Yes,http://revistas.unoeste.br/revistas/ojs/index.php/ca/about/submissions#authorGuidelines,Blind peer review,http://journal.unoeste.br/index.php/ce/about/submissions,No,,http://journal.unoeste.br/index.php/ce/about,http://revistas.unoeste.br/revistas/ojs/index.php/ce/about/editorialTeam,http://revistas.unoeste.br/revistas/ojs/index.php/ce/about/submissions#authorGuidelines,12,No,http://revistas.unoeste.br/revistas/ojs/index.php/ca/about/submissions#authorGuidelines,,No,,No,http://revistas.unoeste.br/revistas/ojs/index.php/ca/about/submissions#authorGuidelines,,,,Diadorim,,,,,Yes,http://revistas.unoeste.br/index.php/ce/about/submissions#authorGuidelines,,,TA1-2040|Q1-390,Technology: Engineering (General). Civil engineering (General) | Science: Science (General),No,2013-03-20T09:06:56Z,2020-07-03T15:39:24Z,853,2023-01-06T10:21:06Z
GeSec,http://www.revistagesec.org.br,https://doaj.org/toc/0e2a23398b8c4f84ac0d36ed7f41868e,2010,GeSec: Revista de Gestão e Secretariado,,2178-9010,"office management, administration, project management, sustainability management, strategic management","Spanish, Portuguese, English",Sindicato das Secretárias do Estado de São Paulo,Brazil,,,CC BY-NC-ND,,https://www.revistagesec.org.br/secretariado/index,,,Yes,http://www.revistagesec.org.br/ojs-2.4.5/index.php/secretariado/about/submissions#copyrightNotice,Double blind peer review,https://www.revistagesec.org.br/secretariado/about/editorialPolicies#peerReviewProcess,Yes,http://www.revistagesec.org.br/ojs-2.4.5/index.php/secretariado/pages/view/Ethics%20Policy,https://www.revistagesec.org.br/secretariado/about/editorialPolicies#focusAndScope,http://www.revistagesec.org.br/ojs-2.4.5/index.php/secretariado/about/editorialTeam,https://www.revistagesec.org.br/secretariado/about/submissions#authorGuidelines,16,No,https://www.revistagesec.org.br/secretariado/about/editorialPolicies#custom-2,,No,,No,,,,,Diadorim,,,,,Yes,https://www.revistagesec.org.br/secretariado/about/editorialPolicies#openAccessPolicy,,,H|HF1-6182|HF5001-6182,Social Sciences: Commerce: Business,No,2012-07-12T10:19:58Z,2021-08-07T18:36:24Z,197,2017-07-03T18:48:20Z
Revista de Enfermagem da Universidade Federal de Santa Maria,https://periodicos.ufsm.br/index.php/reufsm,https://doaj.org/toc/6417f45387e84ed596c57a8d49643dd5,2011,,,2179-7692,"health, care, patient relationship, proactive, hospital",Portuguese,Universidade Federal de Santa Maria,Brazil,universidade federal de santa maria,,CC BY-NC-SA,,https://periodicos.ufsm.br/reufsm/about/submissions#copyrightNotice,,,No,,Peer review,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/reufsm/about/editorialPolicies#peerReviewProcess,No,,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/reufsm/index,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/reufsm/about/editorialTeam,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/reufsm/about/submissions#authorGuidelines,40,Yes,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/reufsm/about/submissions#authorFees,350 BRL,Yes,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/reufsm/about/submissions#authorFees,Yes,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/reufsm/about/submissions#authorFees,LOCKSS,,https://thekeepers.org/purl/issn/2179-7692,Diadorim,,DOI,,,Yes,https://periodicos.ufsm.br/regae/about/editorialPolicies#openAccessPolicy,,,R|RT1-120,Medicine: Nursing,No,2013-05-02T15:02:04Z,2020-07-02T16:16:39Z,906,2023-03-01T01:41:51Z
Imagens da Educação,https://periodicos.uem.br/ojs/index.php/ImagensEduc,https://doaj.org/toc/407fbd01ca824e6d961905fd4952c108,2011,,,2179-8427,"education, public and  government policies, social movements, image studies, philosophy, history","English, Portuguese",Universidade Estadual de Maringá,Brazil,,,CC BY,,https://periodicos.uem.br/ojs/index.php/ImagensEduc,Yes,https://periodicos.uem.br/ojs/index.php/ImagensEduc/article/view/59934,No,https://periodicos.uem.br/ojs/index.php/ImagensEduc/about/submissions,Blind peer review,https://periodicos.uem.br/ojs/index.php/ImagensEduc/about,Yes,https://periodicos.uem.br/ojs/index.php/ImagensEduc/about/submissions,https://periodicos.uem.br/ojs/index.php/ImagensEduc/about,https://periodicos.uem.br/ojs/index.php/ImagensEduc/about/editorialTeam,https://periodicos.uem.br/ojs/index.php/ImagensEduc/about/submissions,4,No,https://periodicos.uem.br/ojs/index.php/ImagensEduc/about/submissions,,No,,No,,Cariniana Network,,https://portal.issn.org/resource/ISSN/2179-8427#,Sherpa/Romeo,https://v2.sherpa.ac.uk/id/publication/30623,DOI,No,No,Yes,https://periodicos.uem.br/ojs/index.php/ImagensEduc/about,,,L7-991,Education: Education (General),No,2021-06-08T13:38:45Z,2021-07-28T15:43:40Z,375,2022-12-01T17:27:54Z
Revista Educação Por Escrito,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito,https://doaj.org/toc/239e9294416745bca042e2eb5f0d5a53,2010,,,2179-8435,higer education,Portuguese,Editora da Pontifícia Universidade Católica do Rio Grande do Sul (EDIPUCRS),Brazil,Pontifícia Universidade Católica do Rio Grande do Sul,,CC BY,,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito/about,Yes,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito/article/view/17805/12404,Yes,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito/about/submissions#copyrightNotice,Double blind peer review,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito/about/editorialPolicies#peerReviewProcess,No,,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito/about/editorialPolicies#focusAndScope,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito/about/displayMembership/206,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito/about/submissions#authorGuidelines,10,No,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito/about/editorialPolicies#custom-5,,No,,No,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito/about/editorialPolicies#custom-5,,,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito/about/editorialPolicies#archiving,Sherpa/Romeo,,,,,Yes,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito/about/editorialPolicies#openAccessPolicy,,,L7-991,Education: Education (General),No,2013-12-06T16:06:41Z,2020-10-16T12:40:18Z,184,2023-03-03T14:22:34Z
International Journal of Food Studies,http://www.iseki-food-ejournal.com/,https://doaj.org/toc/85da2c20bc034860bdd655c0c3448af2,2012,,,2182-1054,"food studies, education, industry, food",English,ISEKI_Food Association (IFA),Austria,,,CC BY,,http://www.iseki-food-ejournal.com/ojs/index.php/e-journal/about/submissions#onlineSubmissions,,,Yes,https://www.iseki-food-ejournal.com/ojs/index.php/e-journal/about/submissions#onlineSubmissions,Blind peer review,http://www.iseki-food-ejournal.com/ojs/index.php/e-journal/about/editorialPolicies#peerReviewProcess,No,http://www.iseki-food-ejournal.com/ojs/index.php/e-journal/about/submissions#authorGuidelines,http://www.iseki-food-ejournal.com/ojs/index.php/e-journal/about/editorialPolicies#focusAndScope,http://www.iseki-food-ejournal.com/ojs/index.php/e-journal/about/editorialTeam,http://www.iseki-food-ejournal.com/ojs/index.php/e-journal/about/submissions#authorGuidelines,24,Yes,https://www.iseki-food-ejournal.com/ojs/index.php/e-journal/about/submissions#authorGuidelines,400 EUR,No,,No,https://www.iseki-food-ejournal.com/ojs/index.php/e-journal/about/submissions#onlineSubmissions,Portico,,http://www.iseki-food-ejournal.com/ojs/index.php/e-journal/information/readers,Sherpa/Romeo,,DOI,,,Yes,http://www.iseki-food-ejournal.com/ojs/index.php/e-journal/about/editorialPolicies#openAccessPolicy,,,TP368-456,Technology: Chemical technology: Food processing and manufacture,No,2013-03-04T17:37:19Z,2019-02-14T16:02:10Z,250,2022-10-18T17:31:13Z
GOT - Revista de Geografia e Ordenamento do Território,http://cegot.org/ojs/index.php/GOT,https://doaj.org/toc/1763bb65243d4ffeb563a2d2ed35d03a,2012,GOT,,2182-1267,"geography, spatial planning, environmental dynamics, cities and competitiveness, cultural landscapes, tourism","English, French, Portuguese, Spanish",CEGOT,Portugal,,,CC BY-NC,,http://cegot.org/ojs/index.php/GOT/about/submissions#copyrightNotice,,,Yes,http://cegot.org/ojs/index.php/GOT/about/submissions#copyrightNotice,Double blind peer review,http://cegot.org/ojs/index.php/GOT/about/editorialPolicies#peerReviewProcess,Yes,http://cegot.org/ojs/index.php/GOT/about/editorialPolicies#peerReviewProcess,http://cegot.org/ojs/index.php/GOT/about/editorialPolicies#focusAndScope,http://cegot.org/ojs/index.php/GOT/about/editorialTeam,http://cegot.org/ojs/files/GOT_instructions_authors.pdf,24,No,http://cegot.org/ojs/index.php/GOT/about/editorialPolicies#custom-1,,No,,No,http://cegot.org/ojs/index.php/GOT/about/editorialPolicies#custom-1,,,,,,DOI,,,Yes,http://cegot.org/ojs/index.php/GOT/about/editorialPolicies#openAccessPolicy,,,G1-922,Geography. Anthropology. Recreation: Geography (General),No,2016-11-11T09:32:12Z,2018-06-22T16:37:19Z,313,2023-02-22T18:49:46Z
Da investigação às práticas,http://ojs.eselx.ipl.pt/index.php/invep/index,https://doaj.org/toc/b2454b9a47b748d6b52e0c598b9a60bb,2011,inp,,2182-1372,"research, educational studies, sciences of education","English, French, Portuguese, Spanish",CIED - Centro Interdisciplinar de Estudos Educacionais,Portugal,Escola Superior de Educação do Instituto Politécnico de Lisboa,,CC BY,,https://ojs.eselx.ipl.pt/index.php/invep/about/submissions#copyrightNotice,,,Yes,https://ojs.eselx.ipl.pt/index.php/invep/about/submissions#copyrightNotice,Double blind peer review,http://ojs.eselx.ipl.pt/index.php/invep/about/editorialPolicies#peerReviewProcess,No,,http://ojs.eselx.ipl.pt/index.php/invep/about/editorialPolicies#peerReviewProcess,http://ojs.eselx.ipl.pt/index.php/invep/about/editorialTeam,http://ojs.eselx.ipl.pt/index.php/invep/about/submissions#authorGuidelines,20,No,http://ojs.eselx.ipl.pt/index.php/invep/about/submissions#authorGuidelines,,No,,No,https://ojs.eselx.ipl.pt/index.php/invep/about/editorialPolicies#custom-0,,,http://ojs.eselx.ipl.pt/index.php/invep/about/editorialPolicies#archiving,,,,,,Yes,http://ojs.eselx.ipl.pt/index.php/invep/about/editorialPolicies#openAccessPolicy,,,L|LB5-3640,Education: Theory and practice of education,No,2017-08-31T13:53:45Z,2017-11-08T13:48:26Z,0,
Journal of Innovation Management,https://journalsojs3.fe.up.pt/index.php/jim,https://doaj.org/toc/c3327e3a18c04fe1af0c312cab9822eb,2015,JIM,,2183-0606,"innovation, technology, management",English,"Universidade do Porto, Faculdade de Engenharia (FEUP)",Portugal,Associação Journal of Innovation Management,,CC BY,,https://journalsojs3.fe.up.pt/index.php/jim/OpenAccessPolicy,Yes,https://journalsojs3.fe.up.pt/index.php/jim/article/view/2183-0606_007.002_0003/337,Yes,https://journalsojs3.fe.up.pt/index.php/jim/about/submissions,Double blind peer review,https://journalsojs3.fe.up.pt/index.php/jim/ReviewPolicy,Yes,https://journalsojs3.fe.up.pt/index.php/jim/PublicationEthics,https://journalsojs3.fe.up.pt/index.php/jim/FocusAndScope,https://journalsojs3.fe.up.pt/index.php/jim/about/editorialTeam,https://journalsojs3.fe.up.pt/index.php/jim/about/submissions,25,No,https://journalsojs3.fe.up.pt/index.php/jim/OpenAccessPolicy,,No,,No,https://journalsojs3.fe.up.pt/index.php/jim/OpenAccessPolicy,,,,,,"DOI, Handles",,,Yes,https://journalsojs3.fe.up.pt/index.php/jim/OpenAccessPolicy,,,HD28-70|HD45-45.2,Social Sciences: Industries. Land use. Labor: Management. Industrial management: Technological innovations. Automation,No,2019-10-29T11:54:06Z,2019-10-29T11:54:05Z,216,2021-05-03T09:21:39Z
Aniki: Revista Portuguesa da Imagem em Movimento,http://www.aim.org.pt/aniki,https://doaj.org/toc/5e94c7e010af482c9db666b280d59ab2,2014,Aniki: Portuguese Journal of the Moving Image,,2183-1750,"film studies, digital cultures, video, moving image, film history, film theory","Spanish, Portuguese, French, English",Associação de Investigadores da Imagem em Movimento,Portugal,Associação de Investigadores da Imagem em Movimento,,CC BY,,https://aim.org.pt/ojs/index.php/revista/about/submissions#authorGuidelines,,,Yes,https://aim.org.pt/ojs/index.php/revista/about/submissions#authorGuidelines,Double blind peer review,https://aim.org.pt/ojs/index.php/revista/about,No,,https://aim.org.pt/ojs/index.php/revista/about,https://aim.org.pt/ojs/index.php/revista/about/editorialTeam,https://aim.org.pt/ojs/index.php/revista/about/submissions,30,No,https://aim.org.pt/ojs/index.php/revista/about/submissions,,No,,No,,,,,,,DOI,Yes,No,Yes,https://aim.org.pt/ojs/index.php/revista/about,,,N|N1-9211|PN1993-1999,Fine Arts: Visual arts | Language and Literature: Literature (General): Drama: Motion pictures,No,2016-01-27T19:37:12Z,2021-07-26T08:18:29Z,124,2017-02-06T12:30:26Z
Media and Communication,http://www.cogitatiopress.com/mediaandcommunication,https://doaj.org/toc/212c65f505e54308adda57105aa7dce7,2013,,,2183-2439,"information, mass media, journalism, press, sociology, culture",English,Cogitatio,Portugal,,,CC BY,,http://cogitatiopress.com/ojs/index.php/mediaandcommunication/about/submissions#copyrightNotice,Yes,https://www.cogitatiopress.com/mediaandcommunication/article/view/4064,Yes,http://cogitatiopress.com/ojs/index.php/mediaandcommunication/about/submissions#copyrightNotice,Double blind peer review,http://cogitatiopress.com/ojs/index.php/mediaandcommunication/about/editorialPolicies#peerReviewProcess,Yes,http://cogitatiopress.com/ojs/index.php/mediaandcommunication/about/editorialPolicies#custom-0,http://cogitatiopress.com/ojs/index.php/mediaandcommunication/about/editorialPolicies#focusAndScope,http://www.cogitatiopress.com/ojs/index.php/mediaandcommunication/about/editorialTeam,http://cogitatiopress.com/ojs/index.php/mediaandcommunication/pages/view/forauthors,18,Yes,http://www.cogitatiopress.com/ojs/index.php/mediaandcommunication/about/editorialPolicies#custom-1,1050 EUR,Yes,https://www.cogitatiopress.com/mediaandcommunication/about/editorialPolicies#publicationFees,No,,PKP PN,,https://portal.issn.org/resource/ISSN/2183-2439#,Sherpa/Romeo,https://v2.sherpa.ac.uk/id/publication/27204,DOI,No,No,Yes,http://cogitatiopress.com/ojs/index.php/mediaandcommunication/about/editorialPolicies#openAccessPolicy,,,P87-96,Language and Literature: Philology. Linguistics: Communication. Mass media,Yes,2014-07-18T13:46:35Z,2022-07-28T15:02:40Z,685,2023-02-28T10:09:52Z
